INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Theft from Motor Vehicle,11000 SCOTT RD,1,2020,20-3865
Theft from Motor Vehicle,10800 CITY PKWY,1,2020,20-4016
Theft from Motor Vehicle,9700 123A ST,1,2020,20-4062
Theft from Motor Vehicle,10100 139TH ST,1,2020,20-4091
Theft from Motor Vehicle,13200 104TH AVE,1,2020,20-4412
Theft from Motor Vehicle,9400 132ND ST,1,2020,20-4443
Theft from Motor Vehicle,13700 108TH AVE,1,2020,20-4485
Theft from Motor Vehicle,13500 102ND AVE,1,2020,20-4598
Theft from Motor Vehicle,13700 96TH AVE,1,2020,20-4942
Theft from Motor Vehicle,13400 KING GEORGE BLVD,1,2020,20-5090
Theft from Motor Vehicle,13700 96TH AVE,1,2020,20-5167
Theft from Motor Vehicle,10600 KING GEORGE BLVD,1,2020,20-5321
Theft from Motor Vehicle,13700 96TH AVE,1,2020,20-5496
Theft from Motor Vehicle,11000 136TH ST,1,2020,20-5632
Theft from Motor Vehicle,11000 136TH ST,1,2020,20-5650
Theft from Motor Vehicle,10200 129A ST,1,2020,20-6009
Theft from Motor Vehicle,10500 140TH ST,1,2020,20-6497
Theft from Motor Vehicle,13700 96TH AVE,1,2020,20-6518
Theft from Motor Vehicle,10500 140TH ST,1,2020,20-6618
Theft from Motor Vehicle,9400 132ND ST,1,2020,20-6637
Theft from Motor Vehicle,13400 108TH AVE,1,2020,20-6646
Theft from Motor Vehicle,9900 WHALLEY BLVD,1,2020,20-6681
Theft from Motor Vehicle,GROSVENOR RD / SELKIRK DR,1,2020,20-6843
Theft from Motor Vehicle,13700 96TH AVE,1,2020,20-7074
Theft from Motor Vehicle,13500 KING GEORGE BLVD,1,2020,20-7238
Theft from Motor Vehicle,9500 128TH ST,1,2020,20-7302
Theft from Motor Vehicle,9700 128TH ST,1,2020,20-7451
Theft from Motor Vehicle,9700 KING GEORGE BLVD,1,2020,20-7571
Theft from Motor Vehicle,10900 132A ST,1,2020,20-7599
Theft from Motor Vehicle,128TH ST / 114TH AVE,1,2020,20-7723
Theft from Motor Vehicle,12500 110TH AVE,1,2020,20-7813
Theft from Motor Vehicle,10100 KING GEORGE BLVD,1,2020,20-7882
Theft from Motor Vehicle,9200 STUART CRES,1,2020,20-800033
Theft from Motor Vehicle,13800 LAUREL DR,1,2020,20-7989
Theft from Motor Vehicle,13200 105TH AVE,1,2020,20-8010
Theft from Motor Vehicle,12300 IONA PL,1,2020,20-8061
Theft from Motor Vehicle,13600 104TH AVE,1,2020,20-8107
Theft from Motor Vehicle,12100 104TH AVE,1,2020,20-8152
Theft from Motor Vehicle,9400 121ST ST,1,2020,20-8229
Theft from Motor Vehicle,11100 SCOTT RD,1,2020,20-8237
Theft from Motor Vehicle,13500 104TH AVE,1,2020,20-8349
Theft from Motor Vehicle,10900 131ST ST,1,2020,20-8465
Theft from Motor Vehicle,9200 137A ST,1,2020,20-8471
Theft from Motor Vehicle,13600 GROSVENOR RD,1,2020,20-8486
Theft from Motor Vehicle,11800 99A AVE,1,2020,20-8500
Theft from Motor Vehicle,9500 126A ST,1,2020,20-8511
Theft from Motor Vehicle,11500 96A AVE,1,2020,20-8688
Theft from Motor Vehicle,101ST AVE / 139TH ST,1,2020,20-8746
Theft from Motor Vehicle,10000 137A ST,1,2020,20-8789
Theft from Motor Vehicle,12500 110TH AVE,1,2020,20-8811
Theft from Motor Vehicle,10600 138TH ST,1,2020,20-9049
Theft from Motor Vehicle,12800 96TH AVE,1,2020,20-9091
Theft from Motor Vehicle,8800 139TH ST,1,2020,20-9102
Theft from Motor Vehicle,9800 132A ST,1,2020,20-9119
Theft from Motor Vehicle,12800 96A AVE,1,2020,20-9172
Theft from Motor Vehicle,12700 102ND AVE,1,2020,20-9250
Theft from Motor Vehicle,10000 WHALLEY BLVD,1,2020,20-9258
Theft from Motor Vehicle,13800 100TH AVE,1,2020,20-9291
Theft from Motor Vehicle,9600 139TH ST,1,2020,20-9500
Theft from Motor Vehicle,13000 106TH AVE,1,2020,20-9549
Theft from Motor Vehicle,12200 KING GEORGE BLVD,1,2020,20-9670
Theft from Motor Vehicle,13500 GATEWAY DR,1,2020,20-9841
Theft from Motor Vehicle,96TH AVE / PRINCE CHARLES BLVD,1,2020,20-9856
Theft from Motor Vehicle,13500 GATEWAY DR,1,2020,20-9913
Theft from Motor Vehicle,9800 134TH ST,1,2020,20-9917
Theft from Motor Vehicle,13100 98TH AVE,1,2020,20-10010
Theft from Motor Vehicle,12100 103A AVE,1,2020,20-10034
Theft from Motor Vehicle,10900 124TH ST,1,2020,20-10067
Theft from Motor Vehicle,11100 SCOTT RD,1,2020,20-10098
Theft from Motor Vehicle,11600 97TH AVE,1,2020,20-10113
Theft from Motor Vehicle,9800 WHALLEY BLVD,1,2020,20-10232
Theft from Motor Vehicle,10100 KING GEORGE BLVD,1,2020,20-10257
Theft from Motor Vehicle,13800 CENTRAL AVE,1,2020,20-10452
Theft from Motor Vehicle,12800 104TH AVE,1,2020,20-10467
Theft from Motor Vehicle,12600 97A AVE,1,2020,20-10520
Theft from Motor Vehicle,12500 110TH AVE,1,2020,20-10652
Theft from Motor Vehicle,13900 102ND AVE,1,2020,20-10820
Theft from Motor Vehicle,138TH ST / 107A AVE,1,2020,20-11045
Theft from Motor Vehicle,12900 106TH AVE,1,2020,20-11204
Theft from Motor Vehicle,9900 125TH ST,1,2020,20-11296
Theft from Motor Vehicle,9400 KING GEORGE BLVD,1,2020,20-11665
Theft from Motor Vehicle,12700 99TH AVE,1,2020,20-11731
Theft from Motor Vehicle,10600 138TH ST,1,2020,20-12649
Theft from Motor Vehicle,13900 101ST AVE,1,2020,20-12792
Theft from Motor Vehicle,9800 KING GEORGE BLVD,1,2020,20-12854
Theft from Motor Vehicle,10200 127A ST,1,2020,20-13239
Theft from Motor Vehicle,9800 140TH ST,1,2020,20-13309
Theft from Motor Vehicle,11100 124TH ST,1,2020,20-13398
Theft from Motor Vehicle,13300 100TH AVE,1,2020,20-13665
Theft from Motor Vehicle,13500 96TH AVE,1,2020,20-13790
Theft from Motor Vehicle,10900 125TH ST,1,2020,20-13827
Theft from Motor Vehicle,98B AVE / 134TH ST,1,2020,20-14209
Theft from Motor Vehicle,13700 101ST AVE,1,2020,20-14222
Theft from Motor Vehicle,10200 133RD ST,1,2020,20-14275
Theft from Motor Vehicle,9000 141A ST,1,2020,20-14415
Theft from Motor Vehicle,11400 BRIDGEVIEW DR,1,2020,20-14792
Theft from Motor Vehicle,106TH AVE / 140TH ST,1,2020,20-14854
Theft from Motor Vehicle,10200 128TH ST,1,2020,20-14857
Theft from Motor Vehicle,13000 OLD YALE RD,1,2020,20-15003
Theft from Motor Vehicle,12600 93A AVE,1,2020,20-15041
Theft from Motor Vehicle,10500 138A ST,1,2020,20-15370
Theft from Motor Vehicle,10600 KING GEORGE BLVD,1,2020,20-15524
Theft from Motor Vehicle,10800 SCOTT RD,1,2020,20-15579
Theft from Motor Vehicle,13400 102ND AVE,1,2020,20-15596
Theft from Motor Vehicle,UNIVERSITY DR / 108TH AVE,1,2020,20-15620
Theft from Motor Vehicle,10900 130A ST,1,2020,20-15694
Theft from Motor Vehicle,13700 99A AVE,1,2020,20-15733
Theft from Motor Vehicle,102A AVE / UNIVERSITY DR,1,2020,20-15907
Theft from Motor Vehicle,95TH AVE / 130A ST,1,2020,20-15940
Theft from Motor Vehicle,12900 107TH AVE,1,2020,20-15946
Theft from Motor Vehicle,10100 128A ST,1,2020,20-15949
Theft from Motor Vehicle,12800 107TH AVE,1,2020,20-15990
Theft from Motor Vehicle,13300 CENTRAL AVE,1,2020,20-16051
Theft from Motor Vehicle,13100 106TH AVE,1,2020,20-16116
Theft from Motor Vehicle,12900 107A AVE,1,2020,20-16264
Theft from Motor Vehicle,13300 OLD YALE RD,1,2020,20-16328
Theft from Motor Vehicle,9500 132A ST,1,2020,20-16552
Theft from Motor Vehicle,13400 104TH AVE,1,2020,20-16584
Theft from Motor Vehicle,10200 126TH ST,1,2020,20-17038
Theft from Motor Vehicle,9400 135TH ST,1,2020,20-125
Theft from Motor Vehicle,11000 124TH ST,1,2020,20-680
Theft from Motor Vehicle,10200 KING GEORGE BLVD,1,2020,20-2254
Theft from Motor Vehicle,10200 133RD ST,1,2020,20-4133
Theft from Motor Vehicle,13600 100TH AVE,1,2020,20-6072
Theft from Motor Vehicle,13000 112TH AVE,1,2020,20-6588
Theft from Motor Vehicle,11800 103A AVE,1,2020,20-6673
Theft from Motor Vehicle,10600 140TH ST,1,2020,20-6780
Theft from Motor Vehicle,13600 100TH AVE,1,2020,20-10686
Theft from Motor Vehicle,13100 104TH AVE,1,2020,20-11220
Theft from Motor Vehicle,11300 BRIDGEVIEW DR,1,2020,20-11490
Theft from Motor Vehicle,11100 SCOTT RD,1,2020,20-12759
Theft from Motor Vehicle,10200 133RD ST,1,2020,20-14235
Theft from Motor Vehicle,13300 108TH AVE,1,2020,20-15325
Theft from Motor Vehicle,10600 138TH ST,1,2020,20-13664
Theft from Motor Vehicle,8200 154B ST,1,2020,20-2
Theft from Motor Vehicle,14100 103A AVE,1,2020,20-264
Theft from Motor Vehicle,16600 78TH AVE,1,2020,20-710
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-839
Theft from Motor Vehicle,14900 104TH AVE,1,2020,20-860
Theft from Motor Vehicle,14100 100A AVE,1,2020,20-966
Theft from Motor Vehicle,8300 155TH ST,1,2020,20-1126
Theft from Motor Vehicle,14200 110TH AVE,1,2020,20-1561
Theft from Motor Vehicle,15500 89B AVE,1,2020,20-1755
Theft from Motor Vehicle,8200 150A ST,1,2020,20-1754
Theft from Motor Vehicle,14000 100A AVE,1,2020,20-1782
Theft from Motor Vehicle,10000 160TH ST,1,2020,20-2413
Theft from Motor Vehicle,8200 157TH ST,1,2020,20-2570
Theft from Motor Vehicle,15400 90TH AVE,1,2020,20-2754
Theft from Motor Vehicle,10800 156TH ST,1,2020,20-2764
Theft from Motor Vehicle,17400 104TH AVE,1,2020,20-2788
Theft from Motor Vehicle,10700 142A ST,1,2020,20-3200
Theft from Motor Vehicle,15900 86A AVE,1,2020,20-3207
Theft from Motor Vehicle,10400 150TH ST,1,2020,20-3535
Theft from Motor Vehicle,104TH AVE / 149A ST,1,2020,20-3641
Theft from Motor Vehicle,8100 148A ST,1,2020,20-3853
Theft from Motor Vehicle,9100 162A ST,1,2020,20-3907
Theft from Motor Vehicle,15000 90A AVE,1,2020,20-4275
Theft from Motor Vehicle,16500 86TH AVE,1,2020,20-4335
Theft from Motor Vehicle,9900 151ST ST,1,2020,20-4400
Theft from Motor Vehicle,15100 105TH AVE,1,2020,20-4413
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-4495
Theft from Motor Vehicle,15800 99A AVE,1,2020,20-4599
Theft from Motor Vehicle,16000 103RD AVE,1,2020,20-5192
Theft from Motor Vehicle,14200 MELROSE DR,1,2020,20-5396
Theft from Motor Vehicle,10500 150TH ST,1,2020,20-5486
Theft from Motor Vehicle,7800 160TH ST,1,2020,20-5515
Theft from Motor Vehicle,148TH ST / 101A AVE,1,2020,20-5537
Theft from Motor Vehicle,11300 WALLACE DR,1,2020,20-6025
Theft from Motor Vehicle,15000 80B AVE,1,2020,20-6041
Theft from Motor Vehicle,15400 84A AVE,1,2020,20-6056
Theft from Motor Vehicle,14500 82ND AVE,1,2020,20-6060
Theft from Motor Vehicle,15100 105TH AVE,1,2020,20-6119
Theft from Motor Vehicle,11400 142ND ST,1,2020,20-7033
Theft from Motor Vehicle,7700 164TH ST,1,2020,20-7097
Theft from Motor Vehicle,10000 143RD ST,1,2020,20-7136
Theft from Motor Vehicle,16000 111A AVE,1,2020,20-7570
Theft from Motor Vehicle,16800 BLOCK 104TH AVE,1,2020,20-7573
Theft from Motor Vehicle,14800 104TH AVE,1,2020,20-7797
Theft from Motor Vehicle,8400 152ND ST,1,2020,20-7871
Theft from Motor Vehicle,16500 FRASER HWY,1,2020,20-7876
Theft from Motor Vehicle,11200 143A ST,1,2020,20-8009
Theft from Motor Vehicle,9800 168TH ST,1,2020,20-8109
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-8795
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-9033
Theft from Motor Vehicle,96TH AVE / 172ND ST,1,2020,20-9100
Theft from Motor Vehicle,9800 168TH ST,1,2020,20-9155
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-800038
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-9344
Theft from Motor Vehicle,16200 87TH AVE,1,2020,20-9461
Theft from Motor Vehicle,14800 105TH AVE,1,2020,20-9910
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-10060
Theft from Motor Vehicle,8400 156A ST,1,2020,20-10187
Theft from Motor Vehicle,14600 105A AVE,1,2020,20-10259
Theft from Motor Vehicle,8900 152ND ST,1,2020,20-10348
Theft from Motor Vehicle,9800 168TH ST,1,2020,20-10701
Theft from Motor Vehicle,14600 105A AVE,1,2020,20-10977
Theft from Motor Vehicle,10600 142ND ST,1,2020,20-10999
Theft from Motor Vehicle,11000 SWAN CRES,1,2020,20-11265
Theft from Motor Vehicle,16400 80TH AVE,1,2020,20-11351
Theft from Motor Vehicle,16100 FRASER HWY,1,2020,20-11683
Theft from Motor Vehicle,16000 103RD AVE,1,2020,20-11816
Theft from Motor Vehicle,8200 150TH ST,1,2020,20-11946
Theft from Motor Vehicle,11400 139TH ST,1,2020,20-12014
Theft from Motor Vehicle,9000 160TH ST,1,2020,20-12056
Theft from Motor Vehicle,15900 89A AVE,1,2020,20-12474
Theft from Motor Vehicle,8200 144A ST,1,2020,20-12695
Theft from Motor Vehicle,15000 101ST AVE,1,2020,20-12989
Theft from Motor Vehicle,15000 101ST AVE,1,2020,20-13401
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-13415
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-13429
Theft from Motor Vehicle,7900 165A ST,1,2020,20-13547
Theft from Motor Vehicle,103A AVE / 103A AVENUE STRD,1,2020,20-13778
Theft from Motor Vehicle,8300 148TH ST,1,2020,20-14254
Theft from Motor Vehicle,14500 88TH AVE,1,2020,20-14276
Theft from Motor Vehicle,10700 150TH ST,1,2020,20-14337
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-14464
Theft from Motor Vehicle,16700 92A AVE,1,2020,20-14755
Theft from Motor Vehicle,152ND ST / 86TH AVE,1,2020,20-14867
Theft from Motor Vehicle,14000 PARK DR,1,2020,20-15276
Theft from Motor Vehicle,10100 159A ST,1,2020,20-15288
Theft from Motor Vehicle,116TH AVE / KING RD,1,2020,20-15299
Theft from Motor Vehicle,7800 168A ST,1,2020,20-15534
Theft from Motor Vehicle,14800 107A AVE,1,2020,20-15582
Theft from Motor Vehicle,10000 156A ST,1,2020,20-15592
Theft from Motor Vehicle,16500 FRASER HWY,1,2020,20-15597
Theft from Motor Vehicle,14800 107A AVE,1,2020,20-15650
Theft from Motor Vehicle,10100 144TH ST,1,2020,20-15843
Theft from Motor Vehicle,10400 150TH ST,1,2020,20-16029
Theft from Motor Vehicle,14800 101A AVE,1,2020,20-16109
Theft from Motor Vehicle,10600 158A ST,1,2020,20-16470
Theft from Motor Vehicle,14900 105TH AVE,1,2020,20-16490
Theft from Motor Vehicle,15700 104TH AVE,1,2020,20-16521
Theft from Motor Vehicle,15200 104TH AVE,1,2020,20-16703
Theft from Motor Vehicle,15700 92ND AVE,1,2020,20-18088
Theft from Motor Vehicle,10600 140TH ST,1,2020,20-9569
Theft from Motor Vehicle,14500 116A AVE,1,2020,20-9890
Theft from Motor Vehicle,10300 145A ST,1,2020,20-15454
Theft from Motor Vehicle,10300 152ND ST,1,2020,20-15616
Theft from Motor Vehicle,14800 100TH AVE,1,2020,20-16115
Theft from Motor Vehicle,10400 154A ST,1,2020,20-2226
Theft from Motor Vehicle,7000 144A ST,1,2020,20-16
Theft from Motor Vehicle,13000 62ND AVE,1,2020,20-320
Theft from Motor Vehicle,7000 KING GEORGE BLVD,1,2020,20-326
Theft from Motor Vehicle,12700 62ND AVE,1,2020,20-615
Theft from Motor Vehicle,7700 146TH ST,1,2020,20-720
Theft from Motor Vehicle,7300 130A ST,1,2020,20-823
Theft from Motor Vehicle,6900 127A ST,1,2020,20-1216
Theft from Motor Vehicle,12500 58A AVE,1,2020,20-1389
Theft from Motor Vehicle,15000 76A AVE,1,2020,20-1703
Theft from Motor Vehicle,12000 NEW MCLELLAN RD,1,2020,20-1760
Theft from Motor Vehicle,6400 124TH ST,1,2020,20-1851
Theft from Motor Vehicle,6300 126TH ST,1,2020,20-2290
Theft from Motor Vehicle,7200 130TH ST,1,2020,20-2406
Theft from Motor Vehicle,137A ST / 67TH AVE,1,2020,20-2679
Theft from Motor Vehicle,13700 72A AVE,1,2020,20-2784
Theft from Motor Vehicle,13500 78TH AVE,1,2020,20-2800
Theft from Motor Vehicle,7300 140TH ST,1,2020,20-2896
Theft from Motor Vehicle,7100 133A ST,1,2020,20-2930
Theft from Motor Vehicle,6400 133A ST,1,2020,20-3127
Theft from Motor Vehicle,12300 68TH AVE,1,2020,20-3578
Theft from Motor Vehicle,13300 81ST AVE,1,2020,20-3924
Theft from Motor Vehicle,13600 62ND AVE,1,2020,20-3950
Theft from Motor Vehicle,67TH AVE / 137TH ST,1,2020,20-4008
Theft from Motor Vehicle,12900 54A AVE,1,2020,20-4496
Theft from Motor Vehicle,13800 58TH AVE,1,2020,20-4537
Theft from Motor Vehicle,7400 HURDLE CRES,1,2020,20-4543
Theft from Motor Vehicle,14700 57A AVE,1,2020,20-4650
Theft from Motor Vehicle,6900 125A ST,1,2020,20-4896
Theft from Motor Vehicle,14100 73RD AVE,1,2020,20-4988
Theft from Motor Vehicle,14900 57TH AVE,1,2020,20-5236
Theft from Motor Vehicle,13900 58TH AVE,1,2020,20-5674
Theft from Motor Vehicle,5900 130B ST,1,2020,20-6012
Theft from Motor Vehicle,6200 129A ST,1,2020,20-6063
Theft from Motor Vehicle,7400 KING GEORGE BLVD,1,2020,20-6187
Theft from Motor Vehicle,6200 130TH ST,1,2020,20-6191
Theft from Motor Vehicle,8000 KING GEORGE BLVD,1,2020,20-6513
Theft from Motor Vehicle,6400 129A ST,1,2020,20-6514
Theft from Motor Vehicle,13700 58TH AVE,1,2020,20-6590
Theft from Motor Vehicle,13100 76TH AVE,1,2020,20-6625
Theft from Motor Vehicle,12800 58TH AVE,1,2020,20-6657
Theft from Motor Vehicle,14100 72ND AVE,1,2020,20-6700
Theft from Motor Vehicle,13000 65TH AVE,1,2020,20-800029
Theft from Motor Vehicle,5800 135A ST,1,2020,20-6760
Theft from Motor Vehicle,12900 65TH AVE,1,2020,20-6876
Theft from Motor Vehicle,13100 63A AVE,1,2020,20-7043
Theft from Motor Vehicle,6600 127TH ST,1,2020,20-7098
Theft from Motor Vehicle,8300 129TH ST,1,2020,20-7123
Theft from Motor Vehicle,14100 79TH AVE,1,2020,20-7578
Theft from Motor Vehicle,6100 132A ST,1,2020,20-7863
Theft from Motor Vehicle,6100 132A ST,1,2020,20-7862
Theft from Motor Vehicle,7900 134TH ST,1,2020,20-7993
Theft from Motor Vehicle,14000 BLOCK 62ND AVE,1,2020,20-8003
Theft from Motor Vehicle,14600 79TH AVE,1,2020,20-8503
Theft from Motor Vehicle,7500 140TH ST,1,2020,20-8508
Theft from Motor Vehicle,14100 73RD AVE,1,2020,20-8742
Theft from Motor Vehicle,132ND ST / 60TH AVE,1,2020,20-8756
Theft from Motor Vehicle,6400 130TH ST,1,2020,20-8991
Theft from Motor Vehicle,7000 128TH ST,1,2020,20-9024
Theft from Motor Vehicle,6400 130TH ST,1,2020,20-9034
Theft from Motor Vehicle,6400 130TH ST,1,2020,20-9045
Theft from Motor Vehicle,14800 60TH AVE,1,2020,20-800041
Theft from Motor Vehicle,12500 76TH AVE,1,2020,20-10106
Theft from Motor Vehicle,7800 132ND ST,1,2020,20-10459
Theft from Motor Vehicle,15100 62A AVE,1,2020,20-11221
Theft from Motor Vehicle,13300 76TH AVE,1,2020,20-11769
Theft from Motor Vehicle,14700 64TH AVE,1,2020,20-12020
Theft from Motor Vehicle,5100 157TH ST,1,2020,20-12106
Theft from Motor Vehicle,7000 KING GEORGE BLVD,1,2020,20-12373
Theft from Motor Vehicle,14200 71ST AVE,1,2020,20-12770
Theft from Motor Vehicle,13800 79TH AVE,1,2020,20-12791
Theft from Motor Vehicle,7400 KING GEORGE BLVD,1,2020,20-12829
Theft from Motor Vehicle,135TH ST / 73A AVE,1,2020,20-12839
Theft from Motor Vehicle,7400 KING GEORGE BLVD,1,2020,20-12990
Theft from Motor Vehicle,7900 123RD ST,1,2020,20-13245
Theft from Motor Vehicle,72ND AVE / 141A ST,1,2020,20-13436
Theft from Motor Vehicle,121A ST / 80TH AVE,1,2020,20-13699
Theft from Motor Vehicle,8200 KING GEORGE BLVD,1,2020,20-13726
Theft from Motor Vehicle,14100 78TH AVE,1,2020,20-13741
Theft from Motor Vehicle,8700 128A ST,1,2020,20-14236
Theft from Motor Vehicle,8400 128TH ST,1,2020,20-14284
Theft from Motor Vehicle,8700 128A ST,1,2020,20-14289
Theft from Motor Vehicle,13700 88TH AVE,1,2020,20-14562
Theft from Motor Vehicle,13300 58B AVE,1,2020,20-14961
Theft from Motor Vehicle,8000 123RD ST,1,2020,20-15096
Theft from Motor Vehicle,7100 121ST ST,1,2020,20-15464
Theft from Motor Vehicle,13400 78TH AVE,1,2020,20-15477
Theft from Motor Vehicle,13600 62ND AVE,1,2020,20-15743
Theft from Motor Vehicle,6300 135A ST,1,2020,20-15858
Theft from Motor Vehicle,12600 60A AVE,1,2020,20-15939
Theft from Motor Vehicle,14300 74A AVE,1,2020,20-16175
Theft from Motor Vehicle,6800 142A ST,1,2020,20-16236
Theft from Motor Vehicle,76TH AVE / 130TH ST,1,2020,20-16244
Theft from Motor Vehicle,6800 123A ST,1,2020,20-16665
Theft from Motor Vehicle,13100 80TH AVE,1,2020,20-17539
Theft from Motor Vehicle,13700 72A AVE,1,2020,20-800068
Theft from Motor Vehicle,134A ST / 64TH AVE,1,2020,20-3829
Theft from Motor Vehicle,12000 NORDEL WAY,1,2020,20-5359
Theft from Motor Vehicle,6400 130TH ST,1,2020,20-9147
Theft from Motor Vehicle,12000 86TH AVE,1,2020,20-11532
Theft from Motor Vehicle,5800 ABERDEEN ST,1,2020,20-1268
Theft from Motor Vehicle,6200 167A ST,1,2020,20-1799
Theft from Motor Vehicle,18700 65TH AVE,1,2020,20-1837
Theft from Motor Vehicle,18900 71ST AVE,1,2020,20-2248
Theft from Motor Vehicle,5400 189A ST,1,2020,20-2336
Theft from Motor Vehicle,7100 190TH ST,1,2020,20-800010
Theft from Motor Vehicle,7100 190TH ST,1,2020,20-800011
Theft from Motor Vehicle,18800 52ND AVE,1,2020,20-2745
Theft from Motor Vehicle,6400 194TH ST,1,2020,20-2888
Theft from Motor Vehicle,19200 56TH AVE,1,2020,20-2964
Theft from Motor Vehicle,6200 SUNDANCE DR,1,2020,20-800013
Theft from Motor Vehicle,6100 MORGAN DR,1,2020,20-3577
Theft from Motor Vehicle,8800 HARVIE RD,1,2020,20-4520
